ASIN,店铺,站点,MNSKU,皮质层标签,毛利润1,销量1,销售额1,ZZ1,ZZ2,计算销售日目标,计算销售周目标,销售目标差,ZHOUZHUAN10,Fufillable,STOCKALL,Selling10,Selling4,广告花费1,广告点击量1,广告订单量1,4周广告浪费金额,广告浪费金额1,广告浪费金额2,广告浪费金额3,广告浪费金额4,广告浪费金额5,广告浪费金额6,广告浪费金额7,广告浪费金额8,广告浪费金额9,广告浪费金额10,广告浪费金额11,广告浪费金额12,广告浪费金额13,广告浪费金额14,广告浪费金额15,广告浪费金额16,广告浪费金额17,广告浪费金额18,广告浪费金额19,广告浪费金额20,广告浪费金额21,广告浪费金额22,广告浪费金额23,广告浪费金额24,广告浪费金额25,广告浪费金额26,广告浪费金额27,广告浪费金额28,广告浪费金额29,广告浪费金额30,广告浪费金额31,广告浪费金额32,广告浪费金额33,广告浪费金额34,广告浪费金额35,广告浪费金额36,广告浪费金额37,广告浪费金额38,广告浪费金额39,广告浪费金额40,广告浪费金额41,广告浪费金额42,广告浪费金额43,广告浪费金额44,广告浪费金额45,广告浪费金额46,广告浪费金额47,广告浪费金额48,广告浪费金额49,广告浪费金额50,广告浪费金额51,广告浪费金额52,广告点击量2,广告点击量3,广告点击量4,广告点击量5,广告点击量6,广告点击量7,广告点击量8,广告点击量9,广告点击量10,广告点击量11,广告点击量12,广告点击量13,广告点击量14,广告点击量15,广告点击量16,广告点击量17,广告点击量18,广告点击量19,广告点击量20,广告点击量21,广告点击量22,广告点击量23,广告点击量24,广告点击量25,广告点击量26,广告点击量27,广告点击量28,广告点击量29,广告点击量30,广告点击量31,广告点击量32,广告点击量33,广告点击量34,广告点击量35,广告点击量36,广告点击量37,广告点击量38,广告点击量39,广告点击量40,广告点击量41,广告点击量42,广告点击量43,广告点击量44,广告点击量45,广告点击量46,广告点击量47,广告点击量48,广告点击量49,广告点击量50,广告点击量51,广告点击量52,广告花费2,广告花费3,广告花费4,广告花费5,广告花费6,广告花费7,广告花费8,广告花费9,广告花费10,广告花费11,广告花费12,广告花费13,广告花费14,广告花费15,广告花费16,广告花费17,广告花费18,广告花费19,广告花费20,广告花费21,广告花费22,广告花费23,广告花费24,广告花费25,广告花费26,广告花费27,广告花费28,广告花费29,广告花费30,广告花费31,广告花费32,广告花费33,广告花费34,广告花费35,广告花费36,广告花费37,广告花费38,广告花费39,广告花费40,广告花费41,广告花费42,广告花费43,广告花费44,广告花费45,广告花费46,广告花费47,广告花费48,广告花费49,广告花费50,广告花费51,广告花费52,广告订单量2,广告订单量3,广告订单量4,广告订单量5,广告订单量6,广告订单量7,广告订单量8,广告订单量9,广告订单量10,广告订单量11,广告订单量12,广告订单量13,广告订单量14,广告订单量15,广告订单量16,广告订单量17,广告订单量18,广告订单量19,广告订单量20,广告订单量21,广告订单量22,广告订单量23,广告订单量24,广告订单量25,广告订单量26,广告订单量27,广告订单量28,广告订单量29,广告订单量30,广告订单量31,广告订单量32,广告订单量33,广告订单量34,广告订单量35,广告订单量36,广告订单量37,广告订单量38,广告订单量39,广告订单量40,广告订单量41,广告订单量42,广告订单量43,广告订单量44,广告订单量45,广告订单量46,广告订单量47,广告订单量48,广告订单量49,广告订单量50,广告订单量51,广告订单量52,广告销售额1,广告销售额2,广告销售额3,广告销售额4,广告销售额5,广告销售额6,广告销售额7,广告销售额8,广告销售额9,广告销售额10,广告销售额11,广告销售额12,广告销售额13,广告销售额14,广告销售额15,广告销售额16,广告销售额17,广告销售额18,广告销售额19,广告销售额20,广告销售额21,广告销售额22,广告销售额23,广告销售额24,广告销售额25,广告销售额26,广告销售额27,广告销售额28,广告销售额29,广告销售额30,广告销售额31,广告销售额32,广告销售额33,广告销售额34,广告销售额35,广告销售额36,广告销售额37,广告销售额38,广告销售额39,广告销售额40,广告销售额41,广告销售额42,广告销售额43,广告销售额44,广告销售额45,广告销售额46,广告销售额47,广告销售额48,广告销售额49,广告销售额50,广告销售额51,广告销售额52,毛利润2,毛利润3,毛利润4,毛利润5,毛利润6,毛利润7,毛利润8,毛利润9,毛利润10,毛利润11,毛利润12,毛利润13,毛利润14,毛利润15,毛利润16,毛利润17,毛利润18,毛利润19,毛利润20,毛利润21,毛利润22,毛利润23,毛利润24,毛利润25,毛利润26,毛利润27,毛利润28,毛利润29,毛利润30,毛利润31,毛利润32,毛利润33,毛利润34,毛利润35,毛利润36,毛利润37,毛利润38,毛利润39,毛利润40,毛利润41,毛利润42,毛利润43,毛利润44,毛利润45,毛利润46,毛利润47,毛利润48,毛利润49,毛利润50,毛利润51,毛利润52,销售额2,销售额3,销售额4,销售额5,销售额6,销售额7,销售额8,销售额9,销售额10,销售额11,销售额12,销售额13,销售额14,销售额15,销售额16,销售额17,销售额18,销售额19,销售额20,销售额21,销售额22,销售额23,销售额24,销售额25,销售额26,销售额27,销售额28,销售额29,销售额30,销售额31,销售额32,销售额33,销售额34,销售额35,销售额36,销售额37,销售额38,销售额39,销售额40,销售额41,销售额42,销售额43,销售额44,销售额45,销售额46,销售额47,销售额48,销售额49,销售额50,销售额51,销售额52,销量2,销量3,销量4,销量5,销量6,销量7,销量8,销量9,销量10,销量11,销量12,销量13,销量14,销量15,销量16,销量17,销量18,销量19,销量20,销量21,销量22,销量23,销量24,销量25,销量26,销量27,销量28,销量29,销量30,销量31,销量32,销量33,销量34,销量35,销量36,销量37,销量38,销量39,销量40,销量41,销量42,销量43,销量44,销量45,销量46,销量47,销量48,销量49,销量50,销量51,销量52,可售天数预估,建议补货量,Reserved,afn-inbound-working-quantity,afn-inbound-shipped-quantity,Receiving,第1周入库,第2周入库,第3周入库,第4周入库,第5周入库,第6周入库,第7周入库,第8周入库,第9周入库,第10周入库,第11周入库,第12周入库,第13周入库,第14周入库,第15周入库,BILI1,BILI2,BILI3,BILI4,BILI5,BILI6,BILI7,BILI8,BILI9,BILI10,广告转化率1,广告转化率2,广告转化率3,广告转化率4,广告转化率5,广告转化率6,广告转化率7,广告转化率8,广告转化率9,广告转化率10,10周广告相关系数,4周广告相关系数,For第2周销售的到货需求,For第3周销售的到货需求,For第4周销售的到货需求,For第5周销售的到货需求,For第6周销售的到货需求,For第7周销售的到货需求,For第8周销售的到货需求,For第9周销售的到货需求,For第10周销售的到货需求,For第11周销售的到货需求,For第12周销售的到货需求,For第13周销售的到货需求,For第14周销售的到货需求,For第15周销售的到货需求,Adjusted-Week2,Adjusted-Week3,Adjusted-Week4,Adjusted-Week5,Adjusted-Week6,Adjusted-Week7,Adjusted-Week8,Adjusted-Week9,Adjusted-Week10,Adjusted-Week11,Adjusted-Week12,Adjusted-Week13,Adjusted-Week14,Adjusted-Week15,consecutive_weeks_fromweek1
B0852QJ8PJ,GV-US,GV-US,N20200222-CherrySwitchRGB-Brown,,0,0,0,0,-16.5,2,14,14,5.955882353,0,81,136,33,5.82,14,1,14.07,0,0,8.89,5.18,4.95,-5.76,7.91,12.3,-5.25,-8.11,-14.28,-0.23,0.07,,,,-1,-1,-1,2.58,,1.51,-21.32,-25.34,-14.3,-37,-28,-34,-40,-35,-31,-15,-1,,-3,-19,-21,-38,-39,-31,-22,-54,-28,-47,-57,-20,-51,-43,-27,-45,-27,-23,12,31,44,40,32,36,39,18,20,26,24,4,0,0,0,0,0,0,12,0,6,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,18.89,28.18,24.95,19.24,20.91,25.3,9.75,8.89,11.72,8.77,1.07,,,,0,0,0,3.58,,2.51,0.68,7.66,1.7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.99,0,0,50.97,67.96,0,45.67,50.97,0,17.98,16.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.85,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,20,25,13,13,15,17,26,9,1,0,0,0,1,1,1,1,0,1,22,33,16,37,28,34,40,35,31,15,1,0,3,19,21,38,39,31,22,54,28,47,57,20,51,43,27,45,27,23,,,1,160,80,0,0,0,80,80,0,0,80,0,0,0,0,0,0,0,0,99999999999,99999999999,1.889,1.225217391,1.2475,0.7696,1.608461538,1.946153846,0.65,0.522941176,,,,,,,,,,,0.661241596,0.988693421,19.8,30.2,-39.4,-109,-98.6,-88.2,-157.8,-147.4,-137,-126.6,-116.2,-105.8,-95.4,-85,-3.3,-4.45,-85.6,-166.75,-167.9,-169.05,-250.2,-251.35,-252.5,-253.65,-254.8,-255.95,-257.1,-258.25,0
B092JLC3C6,GV-US,GV-US,20210414-OUTEMUSwitches-SilentWhite,,0,16,0,7,-11,2,14,-2,7.054794521,0,103,146,72,3.39,6,0,-66,-12.61,-8.13,-23.26,-22,-9.22,-8.7,-21.58,-1.51,-4.59,-3.82,6.19,-6.73,-9.75,-0.79,-14.81,-6.58,-18.33,-22.31,-7.31,-5.52,-22.82,-26.99,-19.46,-10.76,-0.21,-45.22,-19,-14,-23,-15,-17,-28,-40,-22,-21,-38,-20,-21,-14,-21,-26,-27,-17,-15,-16,-32,-41,-23,-26,-13,-58,-31,1,2,0,5,2,1,4,8,21,35,21,8,15,4,4,3,6,2,3,3,3,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,1.74,0,3.78,1.3,0.42,2.49,5.41,11.18,20.19,13.27,3.25,11.21,2.19,2.42,0.67,2.69,1.69,1.48,1.18,2.01,1.54,1.24,1.79,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.97,124.9,14.99,14.99,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,22,13,10,22,4,10,15,14,20,13,12,17,9,19,25,9,7,24,29,21,12,2,46,19,14,23,15,17,28,40,22,21,38,20,21,14,21,26,27,17,15,16,32,41,23,26,13,58,31,,,3,200,100,0,0,100,0,0,0,0,200,0,0,0,0,0,0,0,0,0.211875,0.096666667,0.0696,0,0.290769231,0.13,0.019090909,0.6225,0.541,0.745333333,,,,,,,,,,,-0.18837199,-0.079195119,26.2,-59.2,-44.6,-30,-15.4,-0.8,-186.2,-171.6,-157,-142.4,-127.8,-113.2,-98.6,-84,10.8,-82.3,-75.4,-68.5,-61.6,-54.7,-247.8,-240.9,-234,-227.1,-220.2,-213.3,-206.4,-199.5,-1
B0852Q4FXB,GV-US,GV-US,N20200222-CherrySwitchRGB-Blue,,0,12,0,5,-10.5,1,7,-5,2.086956522,24,24,115,59,2.58,5,1,-56.42,-9.42,-7,-25,-15,-15,-4,-10,-9,-5.75,-8,-6,-6,,,-11,,-1,-3,,,-8,-2,-7,-0.7,-9.47,-14.84,-9,-7,-37,-17,-37,-19,-38,-15,-27,-4,-21,-20,-16,-25,-4,-2,-26,-25,-20,-43,-8,-32,-59,-34,-31,-19,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,,,0,,0,0,,,0,0,0,3.3,9.53,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.78,16.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.9,0,0,0,,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,15,15,4,10,9,10,8,6,6,0,0,11,0,1,3,0,0,8,2,7,4,19,22,9,7,37,17,37,19,38,15,27,4,21,20,16,25,4,2,26,25,20,43,8,32,59,34,31,19,,,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0.425,0,,,,,,,,,,,-0.064859725,-0.241597833,-0.8,10.8,22.4,34,45.6,57.2,29.8,41.4,53,64.6,76.2,87.8,99.4,111,-15.5,-11.25,-7,-2.75,1.5,5.75,-29,-24.75,-20.5,-16.25,-12,-7.75,-3.5,0.75,-1
B09L582LW9,GV-US,GV-US,N20211105-Switchpuller-IC2,投入失衡，,0,1,0,-5,-10.5,2,14,13,9.711538462,0,101,104,35,0,0,0,-18.02,-1,-1.66,-7.69,-7.67,-10.15,-10.96,-18.83,-7.04,-3.49,0,,,-0.16,0,9.61,-2.09,-7.88,-6.15,-1.66,-0.77,-11.39,-8.92,-9.94,-9.45,-0.86,-4.91,-12,-12,-7,-12,-8,-17,-6,-8,-13,-13,-9,-2,-5,-3,-16,-8,-16,-10,-2,-1,,,,-1,-5,-9,8,13,12,7,9,8,8,3,6,0,0,2,8,24,5,15,20,29,43,52,27,10,3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,6.31,6.33,3.85,5.04,4.17,3.96,1.51,3.28,,,0.84,4.51,11.61,1.91,8.12,10.85,12.34,19.23,22.61,11.08,4.06,1.55,5.14,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,5,3,1,3,3,4,1,0,0,0,0,0,2,0,5,1,4,5,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,26.94,14.97,4.99,14.97,14.97,19.96,4.99,0,0,0,0,0,14.98,0,24.95,4.99,38.36,24.95,29.54,14.97,4.99,4.99,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,24.95,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,14,14,14,16,23,11,5,0,0,0,1,0,2,4,16,17,14,20,34,20,14,11,6,7,12,12,7,12,8,17,6,8,13,13,9,2,5,3,16,8,16,10,2,1,0,0,0,1,5,9,,,1,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723333333,0.450714286,0.452142857,0.275,0.315,0.181304348,0.36,0.302,99999999999,,,,,,,,,,,0.633469639,0.95173601,20.2,30.8,-58.6,-48,-37.4,-26.8,-16.2,-5.6,5,15.6,26.2,36.8,47.4,58,5.5,8.75,-88,-84.75,-81.5,-78.25,-75,-71.75,-68.5,-65.25,-62,-58.75,-55.5,-52.25,2
B0888JHM58,GV-US,GV-US,i20200507-KeyboardSwitch-Brown,,0,6,0,2,-10,3,21,15,18.0952381,150,152,84,40,6.35,12,0,-1.7,0.35,1.47,-6.38,2.86,8.85,3.42,8.28,5.43,21.39,36.49,37.65,13.56,1.87,6.63,-4.38,-6.67,-21.38,-12.89,4.16,-10.14,-8.43,2.87,-1.69,-9.24,-5.07,-3.47,-6,-3,-3,-5,-2,-2,-8,-4,-9,-6,-12,-13,-6,-3,-19,-16,-14,-13,-8,-6,-11,-8,-7,-8,-9,-9,12,16,32,32,27,28,18,56,95,98,52,30,36,17,16,9,16,15,6,5,13,7,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,9.62,16.86,12.85,12.42,12.28,8.43,30.39,51.49,52.65,27.56,14.87,14.63,7.62,9.33,4.62,8.11,6.16,2.86,2.57,7.87,4.31,0.76,1.93,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,11,15,0,2,6,1,3,0,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.96,0,0,19.98,0,17.98,0,106.89,125.85,0,17.98,53.94,9.99,29.97,0,69.93,19.98,0,28.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,4,9,4,3,9,15,15,14,13,8,12,16,26,21,2,13,11,5,6,10,7,6,6,3,3,5,2,2,8,4,9,6,12,13,6,3,19,16,14,13,8,6,11,8,7,8,9,9,,,2,150,0,0,0,0,0,50,0,0,100,0,0,0,0,0,0,0,0,1.058333333,1.3675,0.60125,1.204285714,3.2125,1.38,3.07,2.81,3.376666667,3.432666667,,,,,,,,,,,0.528601343,0.73239259,-138,-131,-124,-167,-160,-153,-246,-239,-232,-225,-218,-211,-204,-197,-152,-152,-152,-202,-202,-202,-302,-302,-302,-302,-302,-302,-302,-302,-1
B07YKRF2L5,AIPNYQK29UW1H-eu-UK,英国,"amzn.gr.39-T34B-A4VJ-D9WDSDK82wh8wqRc-GD,i202012-biscuit cutter with can-Straight,39-T34B-A4VJ",,-3.295634197,1,12.14885078,-1,-7.5,0,0,-1,1.204819277,10,10,83,21,6.250760063,10,1,2.786939073,5.250760063,-2,-2,1.53617901,2.425757023,13.3846528,19.39596254,18.23786939,15.86926912,11.71214885,1.124650371,-0.689286149,12.76821112,20.25282744,19.0516843,24.02371397,-13.70898699,6.168551623,11.75982002,12.14520248,16.44740362,34.204305,22.56998662,16.91718351,28.51769427,9.28833759,20.90952207,27.13316308,25.86099964,29.75057765,47.70400097,23.24346346,29.48862945,16.28456768,18.69524504,26.22291135,0,0,-1,0,0,0,5.898090721,3.66982853,4.450930317,8.753131461,13.43791803,43.06688556,3.937370789,6.327496048,11.76067129,2.365803235,0,0,20,18,26,46,43,36,41,40,23,35,44,34,49,14,29,40,33,37,55,41,63,59,30,40,50,42,40,70,26,32,21,28,33,0,0,0,0,0,0,6,4,5,15,15,61,6,11,18,5,0,0,17.53617901,13.42575702,19.3846528,28.39596254,28.23786939,24.86926912,28.71214885,25.12465037,15.31071385,21.76821112,27.25282744,25.0516843,35.02371397,9.291013012,18.16855162,24.75982002,22.14520248,27.44740362,40.204305,31.56998662,46.91718351,41.51769427,23.28833759,27.90952207,35.13316308,40.86099964,36.75057765,57.70400097,26.24346346,34.48862945,20.28456768,21.69524504,29.22291135,0,0,0,0,0,0,5.898090721,4.66982853,4.450930317,9.753131461,13.43791803,50.06688556,4.937370789,9.327496048,15.76067129,4.365803235,0,0,5,5,3,3,5,2,7,8,2,1,7,1,6,3,2,6,5,4,5,5,13,12,6,6,2,11,5,10,3,6,4,2,4,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,10.11796181,0,0,40.49616928,40.49616928,24.29770157,24.29770157,40.49616928,15.17694272,48.53459808,48.54675909,13.14605375,6.068344886,43.48777818,7.077708865,44.91061656,15.17694272,15.17694272,42.46625319,36.41006932,28.31083546,35.38854433,42.46625319,73.85382464,77.92776359,48.59540314,50.6141311,14.59321416,82.69488021,37.69913657,77.8304755,30.35388544,58.68904293,40.47184726,20.23592363,38.4531193,0,0,0,0,0,0,0,10.11796181,0,8.099233856,0,60.70777089,10.11796181,20.23592363,30.35388544,10.11796181,5.922412745,-0.997202967,3.478049374,0.839109814,-10.08147878,-24.72333698,-27.50820868,-27.52036969,-24.34634562,-45.55515019,-19.74948316,-24.38282865,-30.93761401,-34.78049374,-40.97044874,-10.55575824,-38.85443269,-24.18825246,-11.69889335,-18.3509668,-32.93201994,-20.11431351,-57.18107747,-37.49239937,18.94685638,-16.32007783,-16.17414569,-20.33321172,-28.85808099,-42.13790587,-17.20783169,-19.90757631,-8.220843974,-12.87851149,-20.64939803,0,0,4.900887754,0,0,0,-5.898090721,-1.714702663,-4.450930317,-8.46406421,-13.43791803,-29.83096194,-2.006566946,-0.316186307,-4.463091329,1.848473793,24.29770157,24.29770157,155.709595,106.8831327,60.73209291,83.59479509,97.16648425,78.93712757,141.250152,174.8267056,127.4960477,70.42441931,52.20722364,51.8545543,84.14204062,145.6524383,88.62945397,113.1460538,87.64441202,93.5060197,52.21938465,76.50492521,204.122583,99.56220358,150.8087073,68.01653898,82.59759212,145.7497264,68.01653898,99.59868661,36.73841664,61.03611821,48.59540314,36.44655235,36.73841664,0,0,12.14885078,0,0,0,0,12.14885078,0,9.716648425,0,85.04195549,12.14885078,36.44655235,48.59540314,24.29770157,2,2,16,11,6,9,10,9,17,24,16,9,7,6,11,23,12,13,10,11,6,9,30,13,14,7,8,15,7,10,3,5,4,3,3,0,0,1,0,0,0,0,1,0,1,0,7,1,3,4,2,77,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.250760063,0,0,1.096011188,1.220523366,3.230775467,3.155106949,2.823786939,2.763252125,1.688949932,,,,,,,,,,,0.722875615,0.908951985,2,8,14,20,26,32,38,44,50,56,62,68,74,80,-8.5,-7.75,-7,-6.25,-5.5,-4.75,-4,-3.25,-2.5,-1.75,-1,-0.25,0.5,1.25,1
B07V4S3QDK,GV-US,GV-US,i20190626-KeyboardSwitch-Blue,,,0,,0,-7,4,28,28,18.10810811,101,201,111,14,,0,0,,,,-2,2.14,4.84,17.05,2.37,8.79,6.55,-18.95,-0.15,-10.66,1.47,10.44,8.53,3.32,0.84,-1.43,-2.26,8.56,-17.89,-3.32,1.03,-19.83,-37.94,-25.55,-9,-17,-13,-19,-16,-14,-31,-11,-9,-4,,,-14,-17,-36,-34,-34,-18,-29,-16,-9,-8,-16,-4,-6,-3,0,0,24,34,42,35,39,36,8,29,28,9,21,18,16,31,32,30,55,57,59,33,15,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14.14,21.84,24.05,19.37,24.79,23.55,4.05,14.85,14.34,3.47,12.44,10.53,9.32,14.84,18.57,15.74,29.56,29.11,27.68,21.03,12.17,7.06,0.45,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,7,4,1,1,6,0,0,0,3,0,0,1,12,3,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,0,7.99,31.96,60.93,31.96,9.99,7.99,49.94,0,0,0,34.97,0,0,13.99,97.88,34.97,23.97,24.98,7.99,31.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,135.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,17,7,17,16,17,23,15,25,2,2,2,6,14,20,18,21,47,31,20,32,45,26,9,17,13,19,16,14,31,11,9,4,0,0,14,17,36,34,34,18,29,16,9,8,16,4,6,3,,,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,99999999999,99999999999,0,1.178333333,1.284705882,3.435714286,1.139411765,1.549375,1.385294118,0.176086957,,,,0,,,,,,,0.22438643,1,-86.8,-179.7,-172.6,-165.5,-158.4,-151.3,-144.2,-137.1,-130,-122.9,-115.8,-108.7,-101.6,-94.5,-96.6,-194.4,-192.2,-190,-187.8,-185.6,-183.4,-181.2,-179,-176.8,-174.6,-172.4,-170.2,-168,3
